id_legado,origem,tipo,status,valor_liquido,data_venda,_id_legado_cliente,_id_loja_codigo
4540,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131344,042
4183,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131345,042
4278,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131346,042
4520,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131347,042
4726,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131347,042
4356,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131348,042
4776,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131349,042
4777,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131349,042
4340,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131350,042
4681,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131351,042
4682,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131351,042
4824,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131351,042
4855,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131351,042
4409,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131352,042
4290,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131353,042
4158,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131354,042
4731,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131355,042
4533,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131356,042
4534,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131356,042
4375,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131357,042
4546,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131358,042
4114,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131359,042
4115,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131359,042
4639,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131360,042
4339,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131361,042
4852,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131362,042
4323,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131363,042
4410,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131364,042
4196,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131365,042
4197,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131365,042
4335,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131366,042
4484,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131367,042
4485,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131367,042
4459,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131368,042
4419,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131369,042
4217,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131370,042
4303,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131371,042
4352,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131372,042
4538,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131373,042
4826,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131374,042
4491,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131375,042
4325,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131376,042
4345,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131376,042
4514,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131377,042
4370,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131378,042
4205,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131379,042
4206,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131379,042
4330,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131380,042
4395,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131381,042
4818,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131382,042
4462,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131383,042
4494,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131383,042
4318,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131384,042
4292,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131385,042
4835,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131386,042
4785,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131387,042
4077,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131388,042
4153,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131388,042
4791,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131389,042
4223,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131390,042
4159,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131391,042
4129,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131392,042
4807,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131393,042
4808,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131393,042
4809,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131393,042
4811,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131393,042
4113,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131394,042
4704,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131394,042
4317,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131395,042
4535,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131395,042
4065,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131396,042
4779,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131397,042
4780,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131397,042
4856,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131398,042
4857,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131398,042
4858,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131398,042
4326,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131399,042
4125,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131400,042
4302,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131401,042
4381,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131402,042
4120,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131403,042
4121,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131403,042
4438,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131404,042
4519,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131405,042
4037,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131406,042
4476,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131407,042
4477,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131407,042
4782,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131408,042
4480,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131409,042
4481,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131409,042
4149,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131410,042
4701,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131411,042
4702,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131411,042
4671,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131412,042
4787,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131413,042
4605,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131414,042
4606,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131414,042
4079,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131415,042
4106,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131416,042
4107,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131416,042
4736,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131416,042
4749,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131417,042
4263,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131418,042
4319,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131419,042
4324,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131420,042
4460,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131420,042
4056,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131421,042
4385,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131422,042
4764,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131423,042
4697,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131424,042
4619,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131425,042
4261,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131426,042
4062,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131427,042
4280,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131428,042
4685,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131429,042
4515,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131430,042
4529,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131431,042
4258,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131432,042
4526,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131432,042
4161,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131433,042
4162,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131433,042
4509,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131434,042
4510,OS,ORDEM DE SERVIÇO,FINALIZADO,0.0,2025-10-23 17:03:30,2131434,042
